id,first_name,last_name,email,gender,addressLine1,addressLine2,city,state,zip,ssn,mobile,phone,dob,products_purchased,complains,money_spent
3982625467,Vevay,Stanhope,vstanhope0@tinyurl.com,Female,90902 Clarendon Crossing,,Reston,Virginia,20195,107-55-8279,703-348-8238,217-187-4880,1947-02-08,7,0,1047.23
3184532194,Dolph,Dmisek,ddmisek1@mayoclinic.com,Male,66 Burrows Park,,Orlando,Florida,32885,515-97-6521,407-475-6547,513-345-9902,1991-05-06,4,2,1117.3
3772566391,Shamus,Cullrford,scullrford2@slideshare.net,Female,9 Buhler Parkway,,Albuquerque,New Mexico,87110,619-86-1844,505-130-1875,515-162-6522,1931-04-03,11,3,524.47
5446511387,Claudia,Mansford,cmansford3@sun.com,Female,29 Kinsman Alley,,Springfield,Missouri,65810,437-84-6967,417-408-2824,503-250-2743,1981-02-16,13,1,1682.49
6782287234,Haslett,Cato,hcato4@google.co.uk,Female,964 Mariners Cove Junction,,Boulder,Colorado,80305,479-09-4001,720-311-5926,203-907-3202,1952-01-31,13,0,1189.34
7391919829,Gilburt,Devas,gdevas5@drupal.org,Male,4 Sycamore Road,,Shreveport,Louisiana,71161,454-97-9862,318-871-7010,713-463-3312,1988-08-07,9,3,2409.26
3830817533,Bernelle,Vallender,bvallender6@uiuc.edu,Male,337 Ryan Parkway,,Camden,New Jersey,08104,361-17-6188,856-718-3903,513-451-1038,1964-06-27,7,3,1533.13
9247302943,Weber,Symcoxe,wsymcoxe7@t.co,Male,61240 Butterfield Pass,,Bethlehem,Pennsylvania,18018,815-24-6020,610-997-9776,910-606-7694,1932-02-19,7,3,792.84
0558022898,Cecelia,Kill,ckill8@patch.com,Female,898 Elka Pass,,Houston,Texas,77015,158-92-7843,713-635-3494,401-201-6912,1996-06-11,13,1,557.9
0668232986,Zandra,Lade,zlade9@abc.net.au,Male,42678 Waxwing Crossing,,Houston,Texas,77080,649-78-6873,713-840-9109,402-362-7594,1996-07-12,19,2,2257.51
9532743006,Kelwin,Rosen,krosena@google.com.au,Female,7 Loftsgordon Parkway,,Cincinnati,Ohio,45208,482-30-9357,513-558-2217,864-917-6074,1988-01-05,9,3,2459.39
6410415567,Stefan,Jerrim,sjerrimb@who.int,Female,9360 Hovde Crossing,,Washington,District of Columbia,20503,529-96-2661,202-499-1351,989-934-5329,1974-11-26,5,0,1138.4
8605266376,Jolynn,Dominick,jdominickc@sina.com.cn,Male,5 Lighthouse Bay Pass,,Oakland,California,94605,566-94-4661,510-605-2107,901-921-6170,1935-02-16,8,0,1791.36
6230655578,Sam,Ranner,srannerd@goo.gl,Female,0995 Eggendart Junction,,Chicago,Illinois,60636,618-50-9990,773-812-8223,425-904-9597,1943-01-02,14,0,2235.78
4491347484,Grannie,Sidwick,gsidwicke@studiopress.com,Female,2405 Merchant Way,,Gainesville,Georgia,30506,424-53-5682,678-830-4069,318-339-5167,1943-05-25,6,2,1034.54
6917320072,Yorgo,Grosier,ygrosierf@netlog.com,Male,9 Kropf Crossing,,Louisville,Kentucky,40220,635-15-1699,502-469-6531,202-109-6315,1979-07-11,3,2,1885.85
0264852834,Deborah,Gustus,dgustusg@craigslist.org,Male,28418 East Alley,,Tampa,Florida,33633,780-23-4238,813-449-0612,937-147-1987,1961-09-24,20,3,2290.5
4213432874,Danica,Dahmel,ddahmelh@bravesites.com,Female,63 Kipling Parkway,,El Paso,Texas,88514,147-71-7212,915-284-8744,513-873-6402,1955-06-09,18,2,2139.6
5250000436,Whitney,Tweedy,wtweedyi@umich.edu,Male,88644 Brown Pass,,Washington,District of Columbia,20260,599-81-8610,202-815-2076,202-506-2846,1936-09-24,18,2,1384.07
9019398105,Yul,Gerriets,ygerrietsj@altervista.org,Male,5 Hintze Parkway,,Fort Lauderdale,Florida,33336,623-31-2387,754-494-9948,336-185-4427,1943-01-20,6,0,2516.83
1385306769,Boris,Rushforth,brushforthk@soup.io,Male,50615 Dahle Way,,Garland,Texas,75049,784-04-0242,214-967-0738,314-785-9552,1951-12-28,16,0,382.96
8804250143,Zonda,Hansbury,zhansburyl@dyndns.org,Male,508 Rigney Parkway,,Cincinnati,Ohio,45999,182-14-5660,513-490-5080,805-590-9135,1968-02-06,6,2,1027.86
2916921826,Gustave,Rubinshtein,grubinshteinm@youtu.be,Male,15 Maywood Center,,Lubbock,Texas,79410,221-75-9701,806-442-7624,408-434-8815,1974-08-10,7,1,1820.12
7417761704,Sky,Stoffels,sstoffelsn@businessweek.com,Male,6153 Menomonie Street,,Carson City,Nevada,89706,483-64-7758,775-862-2397,817-426-2862,1977-06-09,16,1,2398.15
6017866087,Pearl,Lanfranconi,planfranconio@ftc.gov,Male,2 Havey Drive,,Columbus,Georgia,31914,302-76-7343,706-717-2003,661-392-2527,1965-08-31,7,3,934.59
4681599824,Hieronymus,Esslemont,hesslemontp@elpais.com,Female,62 Homewood Terrace,,Tucson,Arizona,85715,156-60-5353,520-277-5315,901-581-4148,1962-11-02,20,3,2746.76
